用户ID,性别,年龄,所在地区代码,年保费,购买保险渠道,距离上次沟通时间,是否有驾照,是否购买过车险,车龄,此前是否发生事故,是否响应
329324,男,39,28,2630,124,59,1,否,1-2 年,是,1
369045,男,43,28,42276,61,186,1,否,1-2 年,否,0
146456,女,45,8,49345,124,78,1,是,1-2 年,否,0
368086,女,26,30,23885,152,114,1,否,< 1 年,是,0
56160,女,79,28,2630,26,238,1,否,> 2 年,是,0
63476,男,49,41,2630,156,59,1,否,1-2 年,是,1
333712,女,40,48,2630,124,151,1,否,1-2 年,是,1
230848,女,51,8,38875,26,89,1,否,1-2 年,是,1
151857,女,48,28,2630,26,277,1,是,1-2 年,是,0
49296,男,20,35,2630,160,298,1,否,< 1 年,是,0
144978,女,47,28,37251,26,42,1,否,1-2 年,是,1
271341,男,44,46,2630,26,91,1,否,1-2 年,是,1
79852,女,23,27,2630,152,274,1,是,< 1 年,否,0
367345,女,22,8,35959,152,172,1,是,< 1 年,否,0
124418,男,63,28,37732,26,70,1,是,> 2 年,是,0
28036,女,39,45,2630,152,91,1,是,1-2 年,否,0
238482,男,55,28,36089,124,135,1,否,1-2 年,是,1
105972,男,49,28,29100,61,167,1,否,1-2 年,是,1
38054,男,62,21,22951,26,169,1,否,1-2 年,是,0
137565,女,22,8,32052,152,166,1,否,< 1 年,是,0
73514,男,50,28,45193,124,284,1,否,1-2 年,是,1
53437,男,57,28,41173,26,59,1,否,1-2 年,是,1
98597,女,39,21,21104,152,47,1,否,1-2 年,是,1
135251,男,22,30,37231,152,297,1,否,< 1 年,是,0
153127,女,27,28,41370,155,231,1,否,< 1 年,是,0
341216,男,44,47,2630,124,256,1,否,> 2 年,是,0
179162,男,33,28,32081,125,39,1,否,< 1 年,是,0
192027,女,25,30,53042,152,74,1,是,< 1 年,否,0
285994,男,59,28,29851,4,236,1,否,1-2 年,是,0
293141,女,37,15,2630,124,113,1,是,1-2 年,否,0
29270,男,32,33,44731,156,242,1,否,< 1 年,是,1
107956,女,39,4,41674,26,295,1,否,1-2 年,是,1
298563,女,21,15,37378,160,226,1,否,< 1 年,是,0
81498,男,35,41,47155,124,53,1,否,< 1 年,是,1
139556,男,24,15,30119,152,267,1,否,< 1 年,否,0
167555,女,23,29,39849,152,28,1,是,< 1 年,否,0
102645,女,45,2,27238,152,225,1,否,1-2 年,是,1
3288,男,24,18,22245,152,299,1,否,< 1 年,是,0
101634,男,24,8,2630,152,132,1,是,< 1 年,否,0
206701,男,43,5,28190,26,66,1,是,1-2 年,否,0
346800,女,27,8,32841,152,169,1,是,< 1 年,否,0
376339,男,30,6,27221,154,111,1,否,1-2 年,是,1
52178,女,31,8,2630,157,89,1,否,1-2 年,是,1
42653,女,24,18,31330,152,28,1,是,< 1 年,否,0
134360,男,32,48,2630,124,226,1,是,1-2 年,是,0
209729,男,32,6,2630,152,50,1,是,< 1 年,否,0
172919,男,22,37,30998,152,279,1,否,< 1 年,是,0
30730,男,37,28,30644,124,207,1,否,1-2 年,是,1
207916,男,42,9,35771,26,252,1,是,1-2 年,否,0
257288,女,44,20,2630,124,109,1,否,> 2 年,是,0
210751,男,43,8,2630,157,114,1,否,> 2 年,是,0
239810,男,53,25,26916,124,96,1,是,1-2 年,否,0
36193,女,25,15,31037,152,153,1,是,< 1 年,否,0
132630,女,25,16,19947,152,32,1,否,< 1 年,是,0
15905,男,52,28,35807,26,251,1,是,1-2 年,否,0
281157,男,26,8,2630,152,60,1,否,< 1 年,是,0
154111,女,27,28,21648,152,64,1,是,< 1 年,否,0
232573,女,23,14,23074,152,207,1,否,< 1 年,否,0
248590,男,42,28,35495,124,295,1,否,1-2 年,是,1
148172,女,41,28,32515,139,190,1,否,1-2 年,是,1
141679,女,21,45,27308,160,14,1,否,< 1 年,否,0
62429,男,23,41,16760,152,252,1,是,< 1 年,否,0
99143,女,31,28,32666,124,218,1,否,1-2 年,是,1
364870,女,24,18,2630,152,271,1,否,< 1 年,是,0
66969,男,61,28,2630,124,182,1,否,1-2 年,是,0
292605,女,23,30,23012,152,208,1,否,< 1 年,是,0
88377,女,41,35,36600,124,13,1,否,1-2 年,否,0
229432,男,27,29,37285,152,235,1,是,< 1 年,否,0
123802,男,43,43,2630,124,64,1,否,> 2 年,是,0
24613,女,24,42,18020,151,55,1,否,< 1 年,是,0
125506,男,25,28,48050,124,243,1,是,1-2 年,否,0
203154,女,26,36,35408,152,99,1,是,< 1 年,是,0
216715,男,25,46,28405,160,213,1,是,< 1 年,否,0
189025,女,27,11,27696,152,297,1,是,< 1 年,否,0
270769,女,28,50,2630,8,105,1,是,1-2 年,否,0
354291,男,67,1,2630,124,239,1,否,1-2 年,是,0
288140,男,35,28,56426,124,226,1,是,1-2 年,否,0
236492,男,28,41,39458,152,12,1,是,< 1 年,否,0
75043,男,24,37,36166,152,202,1,否,< 1 年,是,0
152921,女,33,28,39067,124,130,1,否,< 1 年,是,0
123850,男,44,28,42817,124,200,1,否,1-2 年,是,1
10945,女,50,28,53161,4,197,1,否,1-2 年,是,1
165388,男,23,40,2630,152,216,1,否,< 1 年,是,0
305596,男,68,28,33029,124,171,1,否,1-2 年,是,0
263080,男,53,26,20909,30,16,1,否,1-2 年,是,1
137754,男,26,21,23199,152,210,1,是,< 1 年,否,0
19882,男,39,28,71819,152,286,1,是,1-2 年,否,0
123514,男,47,28,32950,124,129,1,否,1-2 年,是,1
226515,男,43,6,31884,26,107,1,否,1-2 年,是,1
207450,男,74,28,42407,29,15,1,否,1-2 年,否,0
67790,女,25,5,25640,26,24,1,是,< 1 年,否,0
98715,男,37,41,25682,157,61,1,否,1-2 年,是,1
283373,男,38,30,26045,124,45,1,是,1-2 年,否,0
251535,男,51,13,33456,26,197,1,否,1-2 年,是,1
230463,女,69,28,48715,122,87,1,否,1-2 年,是,1
63656,男,48,3,35622,29,128,1,否,> 2 年,是,1
303678,男,24,28,25914,157,263,1,否,< 1 年,是,0
194073,男,28,28,2630,156,110,1,否,< 1 年,是,0
317936,女,41,26,38662,124,178,1,否,1-2 年,是,1
36198,女,21,21,2630,163,293,1,否,< 1 年,是,0
229440,男,28,8,37999,152,290,1,是,< 1 年,否,0
331499,女,46,13,21933,160,160,1,否,1-2 年,否,0
136504,女,57,46,2630,11,24,1,是,1-2 年,否,0
125731,男,28,41,51428,26,225,1,是,1-2 年,是,0
254071,男,47,48,2630,124,135,1,是,1-2 年,否,0
144012,男,76,45,38242,124,124,1,是,1-2 年,否,0
191608,男,38,50,34317,8,214,1,是,1-2 年,否,0
292484,男,42,46,38869,26,186,1,是,1-2 年,否,0
338899,女,47,18,2630,26,251,1,是,1-2 年,否,0
177660,男,47,28,32341,125,279,1,否,1-2 年,是,1
264467,女,21,11,53538,152,93,1,是,< 1 年,否,0
41128,女,34,37,15416,124,53,1,否,1-2 年,是,1
361019,男,24,28,26192,152,269,1,是,< 1 年,否,0
283812,女,35,36,2630,156,227,1,否,1-2 年,是,1
206993,男,58,28,60363,158,197,1,否,1-2 年,是,0
196587,男,22,6,22689,152,192,1,是,< 1 年,否,0
136224,女,65,8,2630,156,172,1,否,1-2 年,是,1
299391,男,43,47,28296,26,91,1,否,1-2 年,是,1
185180,女,23,34,32676,152,10,1,否,< 1 年,否,0
72761,男,34,41,34609,124,299,1,否,1-2 年,是,1
202673,女,45,15,2630,152,176,1,是,1-2 年,否,0
13187,男,45,28,2630,124,202,1,否,> 2 年,是,0
147574,男,23,8,26166,152,242,1,是,< 1 年,否,0
164684,男,66,2,30169,26,59,1,是,1-2 年,是,0
35568,男,28,28,54629,124,160,1,否,< 1 年,是,0
1605,男,51,28,32537,124,139,1,否,1-2 年,是,1
303624,女,37,7,2630,26,124,1,否,1-2 年,是,1
40153,女,26,35,50065,151,133,1,是,< 1 年,否,0
216203,女,23,11,2630,156,67,1,否,< 1 年,是,0
195565,女,55,46,36901,124,189,1,否,1-2 年,是,1
298735,女,45,45,2630,124,115,1,否,1-2 年,是,1
352953,女,66,28,26735,122,202,1,否,1-2 年,是,0
96718,女,44,52,34961,26,78,1,否,1-2 年,是,1
163797,女,39,28,42875,26,183,1,否,1-2 年,否,0
107366,男,25,29,43354,152,16,1,是,< 1 年,否,0
334861,女,37,41,2630,157,153,1,是,1-2 年,否,0
356562,男,46,46,33810,26,92,1,否,1-2 年,是,1
149426,男,39,28,34559,122,78,1,否,1-2 年,是,1
2195,男,37,36,35910,26,146,1,否,1-2 年,是,1
374050,男,60,28,47353,124,123,1,是,1-2 年,否,0
177426,男,40,28,38552,150,199,1,否,1-2 年,是,1
104504,女,22,2,40276,124,46,1,否,< 1 年,是,0
141108,女,43,37,37067,152,166,1,否,1-2 年,否,0
2087,女,26,18,26983,152,94,1,是,< 1 年,否,0
15069,男,30,28,38861,154,165,1,否,< 1 年,是,0
316563,女,25,25,24418,152,168,1,是,< 1 年,否,0
19318,男,41,28,40183,124,235,1,是,1-2 年,否,0
243127,女,28,10,20395,152,212,1,否,< 1 年,否,0
314817,男,22,6,19141,152,127,1,是,< 1 年,否,0
62439,男,21,28,48945,124,262,1,否,< 1 年,是,0
91591,男,39,50,35018,152,256,1,否,1-2 年,是,1
266584,男,24,28,27103,152,255,1,是,< 1 年,否,0
197083,男,37,36,29832,157,112,1,否,1-2 年,是,1
260222,男,60,8,33175,26,266,1,否,1-2 年,是,1
57041,女,43,28,38689,26,237,1,否,1-2 年,否,0
217721,女,23,48,2630,152,24,1,是,< 1 年,否,0
39117,男,73,20,2630,26,12,1,否,1-2 年,是,0
168454,女,23,20,2630,152,24,1,否,< 1 年,否,0
118752,女,75,23,31309,26,51,1,否,1-2 年,是,0
118366,男,40,43,19568,124,181,1,否,1-2 年,否,0
166726,女,27,30,31448,151,58,1,否,< 1 年,是,0
112141,男,58,28,55222,124,133,1,否,1-2 年,是,0
184808,男,27,33,2630,152,128,1,是,< 1 年,否,0
374236,女,61,28,62123,25,253,1,否,1-2 年,是,1
280285,女,23,11,25851,152,198,1,是,< 1 年,否,0
181245,男,52,21,31144,124,203,1,是,1-2 年,否,0
292951,男,42,28,53851,10,287,1,否,> 2 年,是,1
118963,男,28,46,37635,152,131,1,否,< 1 年,是,1
230299,男,26,46,40358,152,291,1,是,< 1 年,否,0
364499,女,63,28,54775,31,96,1,否,1-2 年,是,0
214167,女,56,41,44012,19,23,1,是,1-2 年,否,0
161552,女,23,7,30777,152,58,1,否,< 1 年,是,0
368935,女,48,28,32027,26,266,1,否,1-2 年,是,1
243090,男,25,18,31499,152,10,1,否,< 1 年,否,0
356712,男,51,28,58686,26,18,1,否,1-2 年,是,1
186117,女,31,8,29913,124,131,1,否,1-2 年,是,1
40366,女,24,41,20160,152,147,1,是,< 1 年,否,0
143114,女,29,8,28547,152,277,1,是,< 1 年,否,0
308058,男,23,15,32478,152,59,1,否,< 1 年,是,0
61545,男,62,33,35155,26,129,1,否,1-2 年,否,0
258316,男,25,15,32864,152,90,1,否,< 1 年,否,0
318657,女,26,41,26673,152,105,1,否,< 1 年,否,0
295885,男,21,46,30427,160,203,1,否,< 1 年,是,0
217959,男,76,28,28223,26,63,1,否,1-2 年,是,1
111327,男,27,2,28182,152,127,1,否,< 1 年,是,0
358871,女,22,11,21519,152,26,1,是,< 1 年,否,0
307042,女,25,28,27781,152,180,1,是,< 1 年,否,0
134702,男,54,46,2630,26,83,1,是,1-2 年,否,0
163028,女,23,29,35843,151,249,1,否,< 1 年,是,0
377955,女,32,41,33157,124,279,1,是,1-2 年,否,0
265810,女,46,28,34911,31,80,1,否,1-2 年,是,1
195790,女,50,28,35074,120,169,1,是,1-2 年,否,0
253149,女,31,28,2630,26,221,1,否,< 1 年,是,1
214488,女,45,28,33169,124,62,1,否,1-2 年,是,1
86385,女,26,49,27031,26,254,1,是,< 1 年,否,0
224254,女,44,36,28227,160,160,1,是,1-2 年,否,0
354415,女,80,28,51260,26,60,1,否,1-2 年,是,0
306073,男,48,46,18671,26,66,1,否,1-2 年,是,1
68052,女,32,50,29525,152,84,1,是,< 1 年,否,0
115330,男,37,28,2630,26,40,1,否,1-2 年,是,1
121341,男,20,2,33213,160,150,1,否,< 1 年,否,0
351483,女,21,22,2630,152,238,1,否,< 1 年,是,0
236910,男,26,28,35306,152,102,1,否,< 1 年,是,0
5168,女,48,43,27815,124,181,1,否,1-2 年,是,1
117561,女,22,18,35109,152,297,1,是,< 1 年,否,0
289299,男,46,48,2630,26,295,1,是,1-2 年,否,0
84390,男,63,50,24917,18,292,1,是,1-2 年,否,0
178476,男,27,27,28150,152,113,1,否,< 1 年,是,0
7449,女,62,15,2630,14,182,1,是,1-2 年,否,0
64210,女,21,9,39822,152,103,1,是,< 1 年,否,0
150548,男,64,28,28611,26,174,1,是,1-2 年,否,0
89144,女,25,41,24317,152,243,1,是,< 1 年,否,0
20434,男,31,8,45245,155,261,1,否,1-2 年,是,1
183432,女,22,36,34216,160,161,1,是,< 1 年,否,0
346672,女,27,21,26563,152,145,1,是,< 1 年,否,0
41555,女,56,33,32858,11,122,1,否,1-2 年,否,0
336659,男,22,30,34646,152,100,1,否,< 1 年,是,0
349315,女,41,45,22524,124,121,1,否,1-2 年,是,1
257927,女,29,8,38712,152,141,1,是,< 1 年,否,0
370467,女,26,29,24955,152,170,1,是,< 1 年,否,0
228914,男,43,48,2630,26,297,1,是,1-2 年,否,0
321200,男,29,46,39200,152,281,1,是,< 1 年,否,0
206093,女,35,28,65512,152,134,1,是,1-2 年,否,0
139426,女,25,18,27249,152,183,1,是,< 1 年,否,0
182248,女,40,13,34260,124,148,1,是,1-2 年,否,0
265281,男,34,3,2630,157,265,1,是,1-2 年,是,0
18012,男,26,8,41229,152,161,1,是,< 1 年,否,0
340834,女,21,33,34377,152,170,1,否,< 1 年,是,0
360443,男,21,27,2630,160,181,1,否,< 1 年,是,0
20815,男,42,15,2630,152,41,1,否,1-2 年,否,0
95253,男,49,52,37907,26,150,1,否,> 2 年,是,1
234352,女,47,30,27480,124,65,1,否,1-2 年,是,1
56358,女,21,28,60228,124,73,1,否,< 1 年,是,0
363089,男,47,28,2630,1,264,1,否,< 1 年,否,0
75839,女,36,8,28375,4,164,1,否,1-2 年,是,1
83814,男,37,15,29417,152,12,1,是,1-2 年,否,0
90017,男,21,17,29276,160,162,1,是,< 1 年,否,0
331427,男,24,41,24270,152,187,1,是,< 1 年,否,0
109156,男,22,7,21004,152,252,1,是,< 1 年,否,0
220290,男,40,9,32478,124,84,1,否,1-2 年,否,0
231135,女,22,46,25720,152,59,1,是,< 1 年,否,0
12591,男,36,48,2630,26,108,1,是,1-2 年,否,0
86795,女,24,45,2630,152,41,1,是,< 1 年,否,0
162259,男,24,26,32061,124,232,1,否,< 1 年,是,0
361252,男,36,32,26415,124,167,1,否,1-2 年,否,0
275458,女,28,19,36211,124,132,1,是,< 1 年,否,0
285033,女,39,28,40987,122,222,1,否,1-2 年,是,1
170317,女,37,46,30131,124,253,1,否,1-2 年,否,0
175482,女,23,6,36064,152,167,1,是,< 1 年,否,0
187161,男,56,28,2630,26,297,1,否,1-2 年,是,1
105494,男,24,15,23733,152,222,1,是,< 1 年,否,0
118941,男,43,8,32268,124,170,1,是,1-2 年,否,0
240446,男,23,24,28597,26,116,1,是,< 1 年,否,0
152647,男,29,28,27087,152,162,1,否,< 1 年,是,0
21841,女,47,16,38581,152,141,1,是,1-2 年,否,0
366049,男,58,8,39599,124,167,0,是,1-2 年,否,0
334660,男,41,46,35297,26,256,1,否,1-2 年,是,1
371935,男,66,28,45158,124,93,1,是,1-2 年,否,0
264728,男,28,33,2630,152,92,1,是,< 1 年,否,0
207899,女,21,15,17757,160,287,1,否,< 1 年,否,0
137960,女,25,41,24445,152,125,1,是,< 1 年,否,0
61122,男,50,28,47508,124,297,1,否,1-2 年,是,1
28337,女,66,35,40875,26,232,1,否,1-2 年,是,0
79174,女,37,11,38589,124,161,1,否,1-2 年,是,1
312493,男,20,46,22987,160,21,1,是,< 1 年,否,0
141775,男,26,41,37072,160,211,1,否,< 1 年,否,0
273302,女,25,15,36897,152,27,1,是,< 1 年,否,0
231902,女,37,0,2630,26,184,1,否,1-2 年,否,0
117167,男,48,50,29186,152,16,1,是,1-2 年,否,0
136279,男,66,46,30918,124,89,1,是,1-2 年,否,0
34261,女,21,15,2630,163,272,1,是,< 1 年,否,0
74191,男,44,28,41317,26,73,1,否,1-2 年,是,1
52384,女,38,28,35021,124,213,1,否,1-2 年,是,1
211895,女,49,13,37461,124,120,1,否,1-2 年,是,1
3946,女,25,32,34533,152,291,1,是,< 1 年,否,0
183994,男,26,8,27417,152,30,1,是,< 1 年,否,0
143607,男,26,28,2630,163,150,1,是,< 1 年,否,0
134248,男,24,45,24824,152,183,1,否,< 1 年,是,0
366784,男,31,30,29863,152,187,1,是,< 1 年,否,0
81601,男,44,12,2630,156,259,1,是,1-2 年,是,0
50353,男,43,28,34469,26,280,1,是,1-2 年,否,0
287240,男,42,28,27217,26,105,1,是,1-2 年,否,0
167697,女,43,17,40421,26,290,1,否,1-2 年,是,1
232736,男,38,18,22435,156,20,1,否,1-2 年,是,1
323270,女,38,28,42023,122,137,1,否,1-2 年,是,1
147744,女,77,28,42590,13,140,1,否,1-2 年,是,0
44739,男,63,28,2630,124,87,1,否,1-2 年,是,0
309249,男,37,34,35010,124,268,1,否,1-2 年,是,1
7087,女,23,15,25517,152,32,1,是,< 1 年,否,0
194902,女,22,6,34538,152,204,1,否,< 1 年,是,0
377602,女,21,36,31612,152,121,1,否,< 1 年,否,0
18026,男,29,41,30520,152,289,1,是,< 1 年,否,0
259862,男,68,24,2630,26,109,1,否,1-2 年,是,0
24705,女,50,8,46837,124,75,1,否,> 2 年,是,1
340541,女,61,28,38759,26,202,1,否,1-2 年,是,0
224053,男,65,18,28191,124,33,1,否,1-2 年,否,0
144444,女,41,48,2630,26,252,1,是,1-2 年,否,0
116953,女,33,41,26324,152,281,1,否,< 1 年,是,0
188937,男,63,3,43335,26,209,1,否,1-2 年,是,0
10266,男,53,8,44246,7,200,1,是,1-2 年,否,0
183898,男,21,8,46638,160,167,1,是,< 1 年,否,0
221647,男,62,28,2630,52,136,1,否,1-2 年,是,0
71941,女,24,29,28871,152,146,1,是,< 1 年,否,0
111330,女,40,32,32042,124,45,1,否,1-2 年,是,1
346654,男,64,28,2630,122,258,1,是,1-2 年,否,0
50694,男,28,46,52103,160,287,1,是,< 1 年,否,0
35672,男,67,28,58534,55,139,1,是,1-2 年,否,0
304230,男,26,46,24285,152,30,1,是,< 1 年,否,0
76491,女,52,25,2630,1,298,1,否,< 1 年,否,0
323142,男,30,35,45473,152,63,1,是,< 1 年,否,0
78750,女,60,30,29170,122,220,1,是,1-2 年,否,0
310554,女,22,30,27196,152,135,1,是,< 1 年,否,0
198529,男,27,28,29873,152,92,1,是,< 1 年,否,0
128074,男,55,28,41647,26,154,1,否,1-2 年,是,1
189100,女,27,41,33484,152,42,1,是,< 1 年,否,0
76651,男,37,14,39673,152,259,1,是,1-2 年,否,0
298489,女,24,45,21357,152,80,1,是,< 1 年,否,0
49738,男,25,30,30363,152,255,1,是,< 1 年,否,0
257112,男,33,3,25600,124,241,1,否,1-2 年,是,1
104034,男,21,6,30309,160,52,1,否,< 1 年,是,0
152883,男,30,28,47817,124,178,1,否,< 1 年,是,0
71475,女,42,35,27366,26,170,1,否,1-2 年,否,0
181975,女,55,48,2630,26,218,1,是,1-2 年,否,0
72778,男,53,28,38602,26,289,1,否,1-2 年,是,1
371947,男,22,28,44470,124,246,1,否,< 1 年,是,0
23852,女,49,28,2630,26,214,1,否,1-2 年,是,1
197523,男,49,28,2630,25,192,1,否,1-2 年,是,1
32690,男,23,15,25517,151,156,1,是,< 1 年,否,0
185200,女,28,29,29956,152,39,1,是,< 1 年,否,0
188876,女,22,6,34709,152,155,1,是,< 1 年,否,0
181416,男,48,28,2630,26,246,1,否,1-2 年,是,1
367512,女,26,10,2630,152,281,1,是,< 1 年,否,0
14021,女,45,3,2630,124,70,1,是,1-2 年,是,0
310000,男,40,2,2630,19,143,1,否,1-2 年,是,1
150039,男,50,28,2630,23,152,1,是,1-2 年,否,0
178577,女,27,14,31361,152,186,1,是,< 1 年,否,0
236584,男,48,50,41283,64,227,1,否,1-2 年,是,1
302234,男,47,3,29168,124,205,1,否,1-2 年,是,1
140170,女,43,41,35298,152,154,1,是,1-2 年,否,0
103072,女,25,36,35823,152,45,1,是,< 1 年,否,0
170844,女,27,18,32369,152,245,1,是,< 1 年,否,0
22340,女,50,28,29999,25,70,1,否,1-2 年,是,1
212565,男,25,21,24254,152,98,1,否,< 1 年,是,0
305408,男,53,50,42118,26,60,1,否,1-2 年,是,1
200287,女,54,28,44827,14,24,1,否,1-2 年,是,1
161833,男,50,29,2630,124,40,1,否,1-2 年,是,1
57291,男,25,41,2630,152,61,1,是,< 1 年,否,0
260183,男,50,28,34922,13,262,1,否,1-2 年,是,1
20717,女,33,8,31886,124,138,1,是,1-2 年,否,0
299796,男,23,41,26241,152,134,1,是,< 1 年,否,0
85361,男,22,7,38395,160,71,1,是,< 1 年,否,0
28669,男,20,8,38196,160,21,1,否,< 1 年,是,0
22827,男,50,28,62411,52,127,1,否,> 2 年,是,0
270716,男,42,46,21948,124,292,1,否,1-2 年,是,1
80706,女,28,46,27284,152,261,1,是,< 1 年,否,0
149182,男,23,15,39228,152,183,1,是,< 1 年,否,0
353932,男,22,30,25152,152,62,1,是,< 1 年,是,0
119367,女,24,8,36349,152,161,1,是,< 1 年,否,0
128245,男,54,28,62712,26,143,1,否,1-2 年,是,1
369681,女,25,9,30960,152,269,1,是,< 1 年,否,0
286305,女,25,8,41361,152,96,1,是,< 1 年,否,0
335842,女,50,47,2630,124,147,1,是,1-2 年,否,0
309356,男,41,29,40542,26,227,1,否,1-2 年,是,1
102127,女,24,36,2630,152,51,1,否,< 1 年,是,0
195930,男,45,41,27564,124,25,1,否,1-2 年,是,1
183912,男,27,6,2630,160,128,1,是,< 1 年,否,0
224699,男,40,47,2630,26,222,1,否,1-2 年,否,0
152306,女,23,17,34259,152,233,1,是,< 1 年,否,0
26305,男,63,28,51982,26,179,1,是,1-2 年,否,0
251520,男,44,48,2630,15,123,1,否,1-2 年,是,1
162068,男,49,8,58739,26,102,1,否,1-2 年,是,1
103524,女,21,50,52834,152,250,1,否,< 1 年,是,0
296832,男,74,41,31128,152,114,1,是,1-2 年,是,0
235657,男,31,28,46565,152,56,1,否,< 1 年,是,0
39438,女,51,28,43913,35,41,1,否,1-2 年,是,1
224440,男,23,17,48429,152,253,1,是,< 1 年,否,0
93193,女,27,8,25227,152,31,1,是,< 1 年,否,0
261052,女,23,46,2630,152,282,1,是,< 1 年,是,0
59006,女,37,28,31975,8,268,1,否,1-2 年,否,0
141768,女,22,37,33230,160,146,1,是,< 1 年,否,0
165507,女,74,35,33583,10,224,1,否,1-2 年,是,0
91076,男,76,28,46844,26,199,1,否,1-2 年,是,0
183504,男,26,3,19164,152,130,1,是,< 1 年,否,0
127905,男,79,28,2630,124,149,1,否,1-2 年,是,0
211583,男,41,28,42460,124,209,1,否,> 2 年,是,0
171718,女,52,28,47149,25,88,1,否,1-2 年,是,1
22307,男,43,45,22385,124,242,1,否,1-2 年,是,1
69115,男,49,8,47355,7,243,1,否,1-2 年,是,1
311036,男,76,28,52083,26,240,1,否,1-2 年,是,0
186166,男,20,15,36426,160,198,1,否,< 1 年,是,0
28544,男,28,8,39647,152,138,1,是,< 1 年,否,0
146729,女,25,26,34890,152,87,1,是,< 1 年,否,0
333784,女,23,6,21225,152,23,1,否,< 1 年,是,0
228805,男,24,7,2630,152,266,1,否,< 1 年,是,0
155355,男,24,29,31192,152,280,1,是,< 1 年,否,0
15968,男,21,34,2630,160,291,1,是,< 1 年,是,0
85089,男,71,29,35404,26,87,1,否,> 2 年,是,0
7280,男,56,28,64740,122,58,1,否,1-2 年,是,1
172651,女,21,15,26486,160,275,1,是,< 1 年,否,0
12009,男,23,37,2630,26,107,1,否,< 1 年,是,0
260113,女,27,3,23635,152,165,1,是,< 1 年,否,0
195174,男,21,47,35202,153,273,1,否,< 1 年,是,0
183903,女,34,37,34691,26,133,1,是,1-2 年,否,0
112814,男,47,12,28067,163,25,1,否,1-2 年,是,1
191544,女,46,8,45415,26,50,1,是,1-2 年,否,0
165341,男,45,8,37389,26,244,1,否,1-2 年,是,1
30925,男,27,10,25384,152,254,1,是,< 1 年,否,0
303180,女,24,3,25452,152,216,1,是,< 1 年,否,0
43795,男,25,27,24146,152,89,1,是,< 1 年,否,0
91725,女,28,41,31044,152,181,1,是,< 1 年,否,0
308393,女,41,28,36088,124,271,1,否,1-2 年,是,1
251440,男,24,11,32535,152,204,1,是,< 1 年,否,0
189432,女,28,27,2630,152,121,1,否,< 1 年,是,0
82123,男,22,25,47535,152,169,1,否,< 1 年,是,0
70349,女,43,11,2630,26,261,1,是,1-2 年,否,0
352691,女,23,37,24565,152,22,1,否,< 1 年,是,0
112594,女,46,8,53027,124,24,1,是,1-2 年,否,0
267163,男,56,6,34316,26,98,1,否,1-2 年,是,1
174041,男,21,33,28574,152,298,1,是,< 1 年,否,0
297127,女,21,46,54577,160,214,1,否,< 1 年,是,0
4394,女,25,8,29896,152,25,1,否,< 1 年,是,0
168299,女,22,18,32057,152,238,1,是,< 1 年,否,0
307535,男,47,48,2630,118,243,1,否,1-2 年,是,1
255753,男,25,9,35490,152,21,1,是,< 1 年,否,0
97437,男,61,29,29272,124,180,1,否,1-2 年,是,0
5232,男,69,28,50253,13,212,1,否,1-2 年,否,0
29855,女,29,8,30145,26,78,1,否,< 1 年,是,1
228482,男,24,50,29830,152,131,1,否,< 1 年,否,0
138695,男,20,46,27626,160,189,1,否,< 1 年,是,0
377279,女,53,28,25214,26,134,1,是,1-2 年,否,0
102642,男,58,50,33705,26,48,1,是,1-2 年,是,0
64630,女,36,28,53797,26,174,1,否,1-2 年,是,1
344211,女,26,33,39991,152,227,1,是,< 1 年,否,0
90462,女,57,28,35724,44,128,1,是,1-2 年,否,0
379252,男,57,7,2630,157,274,1,否,1-2 年,是,1
168156,女,71,28,53423,26,113,1,否,1-2 年,是,0
380522,女,77,28,31410,26,30,1,否,> 2 年,是,0
47411,女,43,37,40537,14,72,1,否,1-2 年,是,1
276869,男,71,46,32918,11,199,0,是,1-2 年,否,0
234109,女,43,28,45737,26,280,1,否,1-2 年,是,1
167526,男,53,35,38448,10,56,1,是,1-2 年,否,0
